id,blurb
1090803885,"Support the finishing touches on the Iowa Theater's historic 1928 art deco marquee rehabilitation and light up Winterset, IA."
1783115241,"We are moving littlefield and opening Parklife, a sister bar and restaurant with a vacant lot to be transformed into a green space."
1676618123,We have been working extra hard to get our new training space ready and with a little extra help we hope to dream big for the future!
1121944778,"The next phase of the evolution of Hygienic Art is the building of New London's first amphitheater, a covering for the Art Park."
1054889088,"We plan to rescue, relocate, and repurpose, a historic Little Red Brick House, to be incorporated into a riverfront amphitheater."
393993691,The Bohemian Balcony is a innovate multi-arts venue created by the people for the community. A platform for our arts to grow and shine.
1261042425,Restless Artists' Theatre is building risers and installing better lighting for our patrons.  We need to purchase raw materials.
1283537324,We're moving to a new space and upgrading our facilities to continue providing a local theatre venue and arts education program!
503139946,"¡Tu nuevo espacio cultural multidisciplinario en el centro de Pachuca, Hidalgo"
106176711,What was gone is made anew – made by NASA fabricators
1612251255,"Antedesign introduces Q1 with limitless versatility, seamless efficiency, invaluable functionality, and handiness to become your EDC."
932566970,FUTUR offers a groundbreaking vision for holistic living. Join the regenerative revolution—help us build ZÔM
1660522570,Experience the Transformative Power of Music
1462218827,Into The Canadian Wilds is a set of Enamel Pins inspired by different Canadian animals.
188438279,"COSMIC EYE is a disk-shaped, kinetic gadget that delivers beautiful flow patterns with a sweep of your hand."
952085180,"A versatile and durable, water-resistant and windproof quilted blanket that does it all - by hammock lovers for hammock lovers!"
890423908,Easy to install one-touch. TC cotton material is more comfortable.
1389171873,DB plushies are a fun take on the Database icon that has come to life.
1323239624,Cool and vibrant designs for T-shirts.
265661354,Our stainless steel bottle with utensils always at hand makes it easy to reduce your plastic use without even thinking about it.
1785625487,"A furniture system that is simple, fast, and stylish."
851203258,"We support and showcase emerging D/deaf, disabled and neurodivergent writers, including writers with long-term physical/mental illness."
80271768,"Head Hi is ready to grow and we are excited to announce we’ve found a larger space.  
BUT, in order to relocate, we need your support."
316765791,Turning an old school building into a new bookstore and transforming a mini-truck into a bookmobile.
1599610052,"Sewerage ghost towns exist. Just ask Sorrowing Father, Dear Daughter Blackened boy and Yankee doodle dandy that smiles with the eyes."
2052912290,"online conference & awards celebrating climate fiction, and providing networking space for CliFi readers, authors, and publishers."
797262479,"This is a comedic self-help book of quotes, written by Tia Nicole Dorsett aka Niki D."
1446681272,Help us build out our brick-and-mortar bookstore and wine lounge
76817330,David Parkin's Delusions of Grandeur Book
502411967,"A new independent bookstore in Huntington, NY"
1022877954,"An indie bookstore specializing in graphic novels, indie comics, and printed art, located in the Portage Park neighborhood of Chicago."
1685686558,Help us to rebuild after Covid and create a new exhibition space dedicated to artist books and publishing.
1846008282,"Non è una rivista sulla cultura fantasy, è molto di più!"
2054411114,Solve your Sync Issues Effortlessly with this Master Clock. Built-in Metronome for Live | Studio recording on the grid.
1501097642,"Supports DSD512,PCM32Bit/768kHz,MQA16X, LDAC,AAC,APTX,APTXHD,Unlimited installation of 3rd party music Apps,TIDAL,Apple Music,Spotify."
1550128247,"A really nice, versatile hi-gain distortion that acts like a 3rd channel for your amp."
799886273,"Powerful hi-fi speaker, guitar amp, PA system, and karaoke machine combined into one portable speaker."
1785565885,"Sea, forest, birds, raindrops... What's your favorite voice?"
1478283724,"Less is more, Small but with professional sounds"
1404050857,AI Intelligent Speaker| Subwoofer Diaphragm|Lossless Stereo Sound |Bluetooth 5.2|Power off protection|360 ° Magnetic Levitation Ball
1062982142,A tool providing a visual guide of high frequency dispersion to improve the speed and accuracy of PA system setup.
787503436,Stringed musical instrument using flowing liquid. Patent Renewal and Product Launch.
508955132,Redefining the standard for wireless earbuds. Audiophile-quality music over Bluetooth® with our award-winning personalised sound.
600920981,Ultra Lightweight | Foldable | Open-ear Listening | IP66 Rating | Bluetooth 5.3 | Max 8hrs Battery Life
123726561,A smart adapter improves the hearing in a room for a wide listening area by filling the bass dips dynamically and automatically.
949172972,A comic about finding yourself while raising the dead.
1047053045,"Follow the story of a lonely woman, her A.I mother, and hollow knights throughout a strange new galaxy."
1721241425,Angels in the Abyss
1277310281,A cosmic tale of spirituality layered into a cyberpunk setting rife with crime and mystery.
324992990,A Collaborative project between myself and Light Comic Studios
1190198610,A black manga telling a story through the lens of villians attempting to overthrow a corrupt society
351813267,"War, famine, abnormality the world falling apart all stemming from collective injustices to once a man of the people."
61160519,A hand-inked story of a wide cast of characters living in a world where souls can be used as fuel.
1085708435,"The Eotera historical manga, Dirigible: Flight of the Daqrknaut, a steampunk digital webcomic following two young men's misadventures."
631446305,"A queer, fantasy/sci-fi tale of resistance and determination. Let's bring Volume One to print!"
158670823,"The Official 3rd Kickstarter for Kaidro: The Awakening, Episode 3: get the physical copy of the 3rd book!"
679043312,"The second half of the webcomic series, Dominic Deegan: Oracle for Hire!"
93981527,A documentary exploring Afghanistan's recent revolution of photography through four local photojournalists.
763935958,"A Photojournalistic Journey Through Oakland, CA"
2052448218,A photojournalism/art project exploring the mediacy and immediacy in our relationships with public transportation.
2074069009,"""Can't Give This War Away"" will be a book of essays and photographs documenting my three summers of embedded photojournalism in Iraq. "
1885167392,"Aspiring photojournalist seeks DSLR. Must love travel, organic farming, and community journalism."
1907144405,I am a cheesemonger that loves photography. I want to keep photography and cheese stories alive.
1943687186,Photojournalism Book on Families' Stories with Beckwith Wiedemann Syndrome
1364164675,"A photography documentary following autistic culture and how it is portrayed in a ""typical"" society"
445710332,"CAR & DRONE offers natural, stunning and unique perspective FPV, follow and on board photography for bike, motorsports & creators"
661604436,Design an album about the Truth of COVID-19
2041302767,The history and cultural heritage of The United States through architecture and historic monuments in all 50 states and Washington D.C.
600527627,""" Podcast For The ""Struggling Millennial."""
1081444630,"A benefit show featuring musicians, dancers & poets all under age 30 to raise money in support of LGBTQ rights and programs."
1869473186,"A new intimate listening room with tables & theatre seating where artist & fans connect through music, comedy & performing arts."
661328102,"At the end of October 2016, 2nd Story will be moving from its current office space to a storefront space in Albany Park, Chicago, IL."
2093223613,"An improv, sketch and experimental comedy and cocktail venue in downtown Grand Rapids, Michigan"
1602511131,"From the moment we flew in to the world of The Circus, we have dreamed of opening our own studio. Help us get our dream off the ground!"
968487355,The Crane will be the new home for independent theater in Northeast Minneapolis
1170363987,Help Curious Comedy evolve into an independent comedy theater with a complete professional digital production studio built right in.
218491887,"Creating a non-profit CAFE & VILLAGE COMMONS in SE Portland, in service to Neighbors, Kids, Artists & the Underserved"
184904605,Give contemporary circus an artistic home in America.  Help us launch the nation’s first higher education program for circus.
961462638,"Blue Thyme Nights is the production of Am I Blue by Beth Henley & Thymus Vulgaris by Lanford  Wilson.

Artwork by Charlotte Ager"
790763634,A traveling wooden wagon that transforms into a theatrical playing space presenting FREE original performance while building community!
1826620226,Finally Stagelights will have a space of our very own!  Be a part of this exciting new adventure in Greensboro!!
241525095,Unleash the magic of augmented reality with Vox-PPL Trading Cards - collect and bring characters to life with just a smartphones camera
376969895,Redesign your life - With our fully modular amazing innovation that will change the concept of tech design in the world
2092872948,"Golf gods, always wanted your own golf simulator? Too expensive? Not anymore"
1413238306,A pocket-size pen that combines the beauty of line with imaginative utility. Excellent materials & craftsmanship.
1297153425,"Slick genuine leather wallet that holds office ID card, credit cards, cash, coins, keys, n more! Ideal for meeting or daily commute :)"
1425384133,Ultra-Light 147g l 4-Way Stretch l Water Repellent l Windproof l Anti-UV l Stain Resistant l Antibacterial Treatment l PFC-Free
2012277349,A set of kawaii hard enamel pins based on creatures from world mythology
865368825,Probably the best-motorized wheel conversion kit on the market!
85935191,An eco-friendly and affordable alternative to the traditional beach wagon.
451463607,"Evoke wonder, whimsy, and love in your little one’s life with our ethically made, sustainably sourced dolls."
694078874,Easily sit and stand straight with more confidence and strength so you look and feel attractive and perform better.
2071843581,A cute axolotl plushie in the TinyKeggo style alongside lots of other axolotl-themed goodies!
1300914662,"A collection of 6 recipes plus the grocery list. Ease your week, for a tiny price with Collections of recipes volume 1!"
383451195,Happy times always come with desert.
277432385,a Cookbook with a dash of stir crazy and a pinch of creative chaos
819434596,"I'm a huge foodie, mom, ""New Yorker of the Week"" by NY1 for my work with children, and creator of bully-free zones in public schools."
65245446,Uniting family and establishing memories through cooking
1235213040,Rainbow Dumplings is a step-by-step English-Chinese dumpling recipe book with 16 mouthwatering Asian dumplings.
1172099416,I'd like to self-publish a cookbook with pictures of done recipes.
1664841437,"A cookbook filled with 100 gluten-free recipes, including 25 top secret seasoning mix recipes that make mealtime easy and delicious."
1434211856,A unique fantasy cookbook based on the fictional setting of Quincy's Tavern! by Quincy LK & McKenzie Catron
641679471,"A Collection of Cherished Southern Recipes, Real-Life Stories, and Star-Studded Menus from the Music City"
169146218,This is more than a cookbook – it's a source of empowerment
1529529485,Make 100: Official Vol. 6 cookbook with a select collection of delicious Mexican & International cuisine! Antojitos edition!
931143122,"L'aboutissement d'un rêve, le commencement de la legende, l'apogée de camel."
1154948102,I am a music producer/singer-songwriter/multi- instrumentalist who mixes my own music out of neccesity and am ready to change that!
1390781515,I’ve been creating since I was a teenager and finally think I’ve created a great musical body of work just need to fund the visual.
287600857,Vibe to smooth sounds and words from a very talented songwriter
1354350851,"i will be creating a new rap album,music and merchandise such as t shirts,socks and hat that well help brand noname_trapper"
1607754538,"Sitch Experience 2023 is 3-fold: The Sitch Experience Vol.3, a new music video, and a new album in 2023. Please help me make it happen."
240568803,"I am on a mission to bring back live instrumentation in R&B Music, and I need your help to do it!"
1715753378,"Aiutaci a produrre il nostro primo album di musica originale. Soul, RnB, Funk, Jazz, sono gli ingredienti della nostra ricetta!"
864938919,"Annie returns to her Chicago roots to record a new studio album filled with soul, funk, and plenty of shenANNIEgans."
102471169,I've spent the past few months writing songs about loneliness among friends and anxiety and would like the chance to bring them to life
639429671,Road warrior's revival
1030353750,"With your help, we can push these brand new songs out into the world! I am confident we can reach a wide audience with these songs!"
1196515248,"A bookshop/wunderkammer/literary medicine show in a theatrically renovated, vintage box truck w. 4,500 curated new/used books for sale."
303565865,Una caja con contenidos editoriales y elementos para generar nuevas experiencias de lectura.
1928466617,A Self-Discovery Mental Health Journal to Inspire Reflection and Growth
1035766577,Creativity. Community. Camaraderie.
264124998,"Save and revitalize the Never Ending Books storefront — a sanctuary for New Haven’s artists, bookworms, and performers."
1597395940,New Dawn Editions' translations and publications specialize in French feminist and gender studies writing in English translation.
701735935,Help the Kurt Vonnegut Museum and Library bring you programs about Vonnegut’s calls to care for the environment.
528096748,A guided journal to help our generation process and conquer environmental anxiety.
577815640,Offering classic and contemporary titles by Black writers across the globe and a thoughtful selection of coffee brews
1925645529,Niche Book Bar will be a bookstore serving up the full spectrum of Black literature and wine in a state with no black owned bookstores!
2022889492,A space for womxn practitioners of the humor arts to wrestle their projects into submission.
97321262,"A Black woman-owned specialty bookstore for horror, science fiction & fantasy by QTBIPOC & Southern authors, artists, and poets."
1934265397,Truly wireless landscape speakers you never need to plug in or charge.
1269580214,Please help us in the development and technical release of PikoPiko Factory's open source hardware synthesizer Profree-4
75434412,Create amazing analogue string sounds with this new module for your modular synthesizer.
1075495182,"Duplicate your outputs. Control your audio channels, mute, volume change, or pan across, all from these simple pair of accessories."
806179867,"Anytime Anywhere, Create and Stream Your Music!"
1286427393,"Hundreds of effects & amp emulations, built-in recorder, loop station, 64GB storage, transfer your favourite music & jam along."
1574526810,"DropStation is a self-contained, mastering-grade vinyl digitization workstation aimed at preserving the world's decaying analog media."
703446225,Clip it on and capture professional-grade audio—anywhere and wirelessly | The perfect sidekick for audio and video content creators
781777070,"Play some music, kick back and relax with Marsbeet."
1736771339,The first Hi-Res and MQA ready earphone augmented with wireless capabilities.
587576581,Open-ear | Stereo Sound Quality | Smart Touch | Quick Charging | Smart Play&Pause | 40 Hours Battery Life | Wireless Charging Dock
365709379,Take the party anywhere with this lightweight speaker with incredible acoustics. Pair two together for true wireless stereo
1122653862,"Join us in helping by bringing them to our galaxy! Let's make a fully crowdsourced animated series! Jetta & phi are ready, are you?"
173227141,Erased: Undertale Policys dont allow kickstarters. If you're still interested in the cards contact me on eleonorvoncarter@gmail.com
638315656,Dive down the rabbit hole of insanity with Fatal Moon
1648229996,"The Ancient Blood is an adventure, action, and horror story set in a reinvention of ancient Japan with an epic Lovecraftian touch."
1286382054,This is my personal project that I hope to fulfill into a comic about an adventure across the country.
1468476438,"Being trans is tough, but there's plenty to laugh about too! This book will be a collection of 50 comics from the webcomic Man Time."
1639707267,"Help print Book 3 of Everwake ~ a Steampunk-Fantasy adventure about mystery, adventure, and romance."
676567009,A Dark Story about a guy who tortures and kills dogs but ends up turning into a dog and faces having to survive as a dog.
316137331,"A hardcover omnibus of the first four chapters in the Tamberlane saga, a comic about a bat raising a human in a cozy, mysterious town."
1211784342,Edwin is a little elf who lives under the demands of his stern father until he meets a human girl who will shake his entire world.
1744907069,A 170 page isekai graphic novel about three girls trapped in a fantastical world trying to find their way home.
1369111386,"Satirical fun in the tradition of Mad Magazine! Star Wars, Superheroes, Harry Potter, Transformers, Sailor Moon and more!"
1031357570,"Milano: cieli, racconti e paesaggi dai punti di vista piu’ alti, reportage fotografico 
Sito web, mostra e libro"
1195959288,"Ultimate screen overlay that incorporates anti-reflective optic on durable glass, making display brighter and more viewable outdoor"
1784780603,An Untold Black History Calendar for July 2019 - December 2020
2052055859,Educational Children's Books for Mindful Adventures
2078109338,"A trip to the Bonneville Salt Plains, documenting the type of racing that goes on out there."
220450923,A photo essay book to document near threatened mammals in the USA; the first book in a series.
1349459535,Random Acts of Kindness
1576907475,Greetings from the Resistance is a series of resist themed postcards and a photobook with my photos journalism and original interviews.
963143698,"Finding the great people and places in America and sharing their stories through photographs, videos and stories."
841297661,"Trump run away fishing by the waterfall, see a Russian Troll, know very well its a Troll, because this Russian Troll did tell him so."
1577834770,Sponsorship for Mongol rally 2019
325224833,A creative story using animals that tell what it's like to have Asthma as a child and how important it is to take your medication.
30730475,"We have a space! Help us fill it with a stage, chairs, gear and audiences' laughter!"
530097156,"Help us launch a new performing arts complex in Cambridge! The Thalia provides space for performance, rehearsals, and collaboration!"
1445496130,Get Scene Studios and Highwire Comedy Co. creating an amazing training facility and theater for Atlanta comedy and film talent!
1486188868,Angel Comedy Club: A permanent home for London’s loveliest comedy night - a community comedy club
1635392255,Since October 2015 the Shoebox Theatre has become a hub of creativity - The next step in our journey is to hang stage curtains!
1707310832,The Bard has burst beyond the big top and we're reaching out to our Beloved Benefactors to help build our festival's future.
1555299044,Help fund The Black Pearl Consuite at CoreCon VIII: On Ancient Seas!
2090172957,Hi! We're the Graduating Seniors Acting V Seniors at Temple University! Welcome to our Kick starter Page!
1641172225,"Support the circus arts and help our aerial students work with more height. With your support, we will install beams at 19ft!"
1463630983,"Our high school theater in Allentown, New Jersey was rad - in 1972. Help us bring our theater into present day and light up our stage!"
324368296,"We finally found a place to call home! Help us move in to (and collaborate with) the NEW Fischer Creative Arts Center in Waukesha, WI!"
431634605,Help us build the Kitchen from Hell!
493575158,The Kimono takes on a casual form with this wonderful tie up between modern day tastes and traditional crafting methods!
674555542,"No need to change bags to fit the situation! This bag is a backpack, shoulder bag, and handbag all at once."
1682889912,"Resin ""Zudo"" Ball Joint Doll DIY Set, create your Own ""Zudo"" doll"
1843451416,"The 1.0 was a great hit, the 2.0 was drastically improved, the 3.0 fused with even more awesomeness in the design and the craftmanship."
1344468424,3D models for 3d printing in STL format/28mm
1269740571,"8000+ backers inspired us to create the All-Destination Bag | A minimalist, functional, and expandable design."
129688969,Handmade 200+ Layers of Raindrop Damascus Steel and Stainless Steel Knife.
1354891757,"Cook like a pro with this smart dynamic duo and 200+ interactive recipes. The key to easy delicious, & nutritious meals."
728253914,Developing fully biodegradable and recyclable high-quality cardboard hangers
1937410725,"The leather used is ""crocodile embossed"" and ""smooth"" premium leather!"
674892873,Collection de pin's inspirée par les films disney de notre enfance
1807039453,"A robust, rustproof, loss-proof, CNC machined, grade 5 titanium keychain carabiner that’s made to last."
205889668,"Approachable sourdough bread recipes, for sharing the magic of a homemade loaf of bread."
350788863,"De leukste recepten van Sander Haas van TikTok, aangevuld met exclusieve content"
996820879,"Enabling those who can't cook to create impressive mid-week meals, date night dinners and more!"
1005042109,A unique collection of 95 unique short stories and recipes written by the creator of Bloody Point Mixing Co.
381117524,Recipes from a Halfling’s Kitchen | Das Halblings-Kochbuch
1186148456,"YCCLA is part recipe, part illustration, part snail mail."
828326113,"Cocktail recipes on tarot sized cards that look like REAL magic. They bubble, smoke, spark, change colour and glow!"
1585038165,A visual collection of daily moments. All pictures were taken during the first 100 days of quarantine in Spring 2020 in New York City.
1502891404,"The re-creation of Historic Fashionable Foods, the Recipes, the Outdoor Kitchen we Created for Demonstrations, and how you can do it!"
1858717618,A book of recipes from the kitchen of Annie Graves in the fens of eastern England
1434819982,"A first-of-its-kind collection of recipes, history, and stories as told by 30 of Israel’s pioneering chefs."
895373267,"Multi-sensory cookbook for couples. Our cookbook combines music, art, scent, poetry and fun in multiplayer style recipes for 18 moods"
96838331,"A limited edition run of Vinyl for my release ""Under Our Galaxy"", numbered and signed with a personal message!"
621861578,"This is not a breakup record, it’s a collection of songs that show my evolution of healing."
593986316,"5 years of gigging, composing, & recording has finally given rise to a 5-song album! An eclectic mix of sounds from an eclectic crew!"
1108404230,Compilation:1970 - the story of 2 labels
1130010185,It’s time to take “Blue”national . Help me raise money to send Say less across the 50 states and around the world.
