id,blurb,blurb_token,blurb_token_bigram
877768892,"A hydropower Bluetooth shower speaker, made from 100% recycled ocean plastic. Fits any showerhead. 360° immersive and bold sound.","['a', 'hydropower', 'bluetooth', 'shower', 'speaker', 'made', 'from', 'recycled', 'ocean', 'plastic', 'fits', 'any', 'showerhead', 'immersive', 'and', 'bold', 'sound']","['a', 'hydropower', 'bluetooth', 'shower', 'speaker', 'made', 'from', 'recycled', 'ocean', 'plastic', 'fits', 'any', 'showerhead', 'immersive', 'and', 'bold', 'sound']"
664786047,"6-voice 4-part synthesizer with 12bit oscillators, analog filters and a digital multi-fx.","['synthesizer', 'with', 'oscillators', 'analog', 'filters', 'and', 'a', 'digital']","['synthesizer', 'with', 'oscillators', 'analog', 'filters', 'and', 'a', 'digital']"
1734910440,"Like a notepad sketchbook for your guitar riffs. A simple USB-C guitar interface cable. No boxes, adapters or drivers required.","['like', 'a', 'notepad', 'sketchbook', 'for', 'your', 'guitar', 'riffs', 'a', 'simple', 'guitar', 'interface', 'cable', 'no', 'boxes', 'adapters', 'or', 'drivers', 'required']","['like', 'a', 'notepad', 'sketchbook', 'for', 'your', 'guitar', 'riffs', 'a', 'simple', 'guitar', 'interface', 'cable', 'no', 'boxes', 'adapters', 'or', 'drivers', 'required']"
1060174611,"It's only taken 800 years, but now everyone can be a Hurdy Gurdy (Wo)man. We're proud to present a playable hurdy gurdy instrument.","['it', 'only', 'taken', 'years', 'but', 'now', 'everyone', 'can', 'be', 'a', 'hurdy', 'gurdy', 'wo', 'man', 'we', 'proud', 'to', 'present', 'a', 'playable', 'hurdy', 'gurdy', 'instrument']","['it', 'only', 'taken', 'years', 'but', 'now', 'everyone', 'can_be', 'a', 'hurdy', 'gurdy', 'wo', 'man', 'we', 'proud', 'to', 'present', 'a', 'playable', 'hurdy', 'gurdy', 'instrument']"
1924894447,"Hybrid dual-driver, Qualcomm® 3040 Bluetooth chip & patented crossover produce HiFi sound on the go, placing you on the stage center.","['hybrid', 'bluetooth', 'chip', 'patented', 'crossover', 'produce', 'hifi', 'sound', 'on', 'the', 'go', 'placing', 'you', 'on', 'the', 'stage', 'center']","['hybrid', 'bluetooth', 'chip', 'patented', 'crossover', 'produce', 'hifi', 'sound', 'on', 'the', 'go', 'placing', 'you', 'on', 'the', 'stage', 'center']"
2059582767,"All in Neodymium N52! The Only ""Magnetic Pick"" of All Times! Play Without Touching the Strings! And Much More! For Guitar & Bass!","['all', 'in', 'neodymium', 'the', 'only', 'magnetic', 'pick', 'of', 'all', 'times', 'play', 'without', 'touching', 'the', 'strings', 'and', 'much', 'more', 'for', 'guitar', 'bass']","['all', 'in', 'neodymium', 'the', 'only', 'magnetic', 'pick', 'of', 'all', 'times', 'play', 'without', 'touching', 'the', 'strings', 'and', 'much_more', 'for', 'guitar', 'bass']"
1908191267,A wearable microphone with studio-quality sound that captures dropout-free audio with one click,"['a', 'wearable', 'microphone', 'with', 'sound', 'that', 'captures', 'audio', 'with', 'one', 'click']","['a', 'wearable', 'microphone', 'with', 'sound', 'that', 'captures', 'audio', 'with', 'one', 'click']"
780287751,"Rugged, powerful and portable. Muzen Wild Mini unleashes stunning sound for your wildest
adventures.","['rugged', 'powerful', 'and', 'portable', 'muzen', 'wild', 'mini', 'unleashes', 'stunning', 'sound', 'for', 'your', 'wildest', 'adventures']","['rugged', 'powerful', 'and', 'portable', 'muzen', 'wild', 'mini', 'unleashes', 'stunning', 'sound', 'for', 'your', 'wildest', 'adventures']"
1548699445,Fusing west coast and east coast style synthesis in an analog performance oriented synthesizer,"['fusing', 'west', 'coast', 'and', 'east', 'coast', 'style', 'synthesis', 'in', 'an', 'analog', 'performance', 'oriented', 'synthesizer']","['fusing', 'west', 'coast', 'and', 'east', 'coast', 'style', 'synthesis', 'in', 'an', 'analog', 'performance', 'oriented', 'synthesizer']"
480089801,Recreate the sounds and music of video games and computers from the 1980s with this plugin.,"['recreate', 'the', 'sounds', 'and', 'music', 'of', 'video', 'games', 'and', 'computers', 'from', 'the', 'with', 'this', 'plugin']","['recreate', 'the', 'sounds', 'and', 'music', 'of', 'video_games', 'and', 'computers', 'from', 'the', 'with', 'this', 'plugin']"
673756588,We will create a new version of our acclaimed Digital-to-Analog Converter with even higher audio performance!,"['we', 'will', 'create', 'a', 'new', 'version', 'of', 'our', 'acclaimed', 'converter', 'with', 'even', 'higher', 'audio', 'performance']","['we', 'will', 'create', 'a', 'new', 'version', 'of', 'our', 'acclaimed', 'converter', 'with', 'even', 'higher', 'audio', 'performance']"
571721693,A wholesome webtoon series about the human guy and the ghost lady living together in a haunted house~,"['a', 'wholesome', 'webtoon', 'series', 'about', 'the', 'human', 'guy', 'and', 'the', 'ghost', 'lady', 'living', 'together', 'in', 'a', 'haunted']","['a', 'wholesome', 'webtoon', 'series_about', 'the', 'human', 'guy', 'and', 'the', 'ghost', 'lady', 'living', 'together', 'in', 'a', 'haunted']"
171636484,Diana Nox is a witch with one job: to save the world from magical problems! But her magic only works between the sheets!,"['diana', 'nox', 'is', 'a', 'witch', 'with', 'one', 'job', 'to', 'save', 'the', 'world', 'from', 'magical', 'problems', 'but', 'her', 'magic', 'only', 'works', 'between', 'the', 'sheets']","['diana', 'nox', 'is', 'a', 'witch', 'with', 'one', 'job', 'to', 'save', 'the', 'world', 'from', 'magical', 'problems', 'but', 'her', 'magic', 'only', 'works', 'between', 'the', 'sheets']"
2103960774,"Help us print Chapter 1 of ROBBER ROBERT, an erotic sci-fi comedy about two aliens who fall in love during a botched robbery in space!","['help', 'us', 'print', 'chapter', 'of', 'robber', 'robert', 'an', 'erotic', 'comedy', 'about', 'two', 'aliens', 'who', 'fall', 'in', 'love', 'during', 'a', 'botched', 'robbery', 'in', 'space']","['help_us', 'print', 'chapter', 'of', 'robber', 'robert', 'an', 'erotic', 'comedy_about', 'two', 'aliens', 'who', 'fall', 'in', 'love', 'during', 'a', 'botched', 'robbery', 'in', 'space']"
248873128,Isn't it time you had a laugh-a-minute collection of the madcap webcomic Poison Ivy Gulch?,"['is', 'it', 'time', 'you', 'had', 'a', 'collection', 'of', 'the', 'madcap', 'webcomic', 'poison', 'ivy', 'gulch']","['is', 'it_time', 'you', 'had', 'a', 'collection', 'of', 'the', 'madcap', 'webcomic', 'poison', 'ivy', 'gulch']"
1700290472,Our queer monster babe story continues with volume 3!,"['our', 'queer', 'monster', 'babe', 'story', 'continues', 'with', 'volume']","['our', 'queer', 'monster', 'babe', 'story', 'continues', 'with', 'volume']"
1347595581,An angel of death battles a demon from hell to save her love.,"['an', 'angel', 'of', 'death', 'battles', 'a', 'demon', 'from', 'hell', 'to', 'save', 'her', 'love']","['an', 'angel', 'of', 'death', 'battles', 'a', 'demon', 'from', 'hell', 'to', 'save', 'her', 'love']"
1567823850,"The early, experimental, and popular comics of Justin Hubbell, reprinted!","['the', 'early', 'experimental', 'and', 'popular', 'comics', 'of', 'justin', 'hubbell', 'reprinted']","['the', 'early', 'experimental', 'and', 'popular', 'comics', 'of', 'justin', 'hubbell', 'reprinted']"
159951973,"Sexy & fun colorful short stories with handsome men, monsters, bara, twinks, demons, & adventure, romance, & kinky consensual erotica!","['sexy', 'fun', 'colorful', 'short', 'stories', 'with', 'handsome', 'men', 'monsters', 'bara', 'twinks', 'demons', 'adventure', 'romance', 'kinky', 'consensual', 'erotica']","['sexy', 'fun', 'colorful', 'short_stories', 'with', 'handsome', 'men', 'monsters', 'bara', 'twinks', 'demons', 'adventure', 'romance', 'kinky', 'consensual', 'erotica']"
1216740766,"I'm creating an original, anime-inspired webtoon for fans of Pokémon, Magic the Gathering, Hearthstone, Yu-Gi-Oh! and other TCGs","['i', 'creating', 'an', 'original', 'webtoon', 'for', 'fans', 'of', 'pokémon', 'magic', 'the', 'gathering', 'hearthstone', 'and', 'other', 'tcgs']","['i', 'creating', 'an', 'original', 'webtoon', 'for', 'fans', 'of', 'pokémon', 'magic', 'the', 'gathering', 'hearthstone', 'and', 'other', 'tcgs']"
593795863,Two experts in the supernatural help ordinary people with their extraordinary problems - an episodic comic series in one book.,"['two', 'experts', 'in', 'the', 'supernatural', 'help', 'ordinary', 'people', 'with', 'their', 'extraordinary', 'problems', 'an', 'episodic', 'comic', 'series', 'in', 'one', 'book']","['two', 'experts', 'in', 'the', 'supernatural', 'help', 'ordinary', 'people', 'with', 'their', 'extraordinary', 'problems', 'an', 'episodic', 'comic_series', 'in', 'one', 'book']"
1932671945,Pre-orders for the graphic novel version of the webtoon HAZESHIFT!,"['for', 'the', 'graphic', 'novel', 'version', 'of', 'the', 'webtoon', 'hazeshift']","['for', 'the', 'graphic_novel', 'version', 'of', 'the', 'webtoon', 'hazeshift']"
1064897889,Collectors is the hilarious and (almost) true webcomic comic strip about balancing your comic book collecting with your married life.,"['collectors', 'is', 'the', 'hilarious', 'and', 'almost', 'true', 'webcomic', 'comic', 'strip', 'about', 'balancing', 'your', 'comic', 'book', 'collecting', 'with', 'your', 'married', 'life']","['collectors', 'is', 'the', 'hilarious', 'and', 'almost', 'true', 'webcomic', 'comic_strip', 'about', 'balancing', 'your', 'comic_book', 'collecting', 'with', 'your', 'married', 'life']"
1654095775,S.Cafe® Odor Proof | OrthoLite® Insole | Ultra Cushion | Shock Absorption | Torsion Control | Machine Washable | 100% Waterproof,"['odor', 'proof', 'insole', 'ultra', 'cushion', 'shock', 'absorption', 'torsion', 'control', 'machine', 'washable', 'waterproof']","['odor', 'proof', 'insole', 'ultra', 'cushion', 'shock', 'absorption', 'torsion', 'control', 'machine', 'washable', 'waterproof']"
91701997,"As seen on “The View” and “Jimmy Kimmel Live”, Hot Head Candles are getting a lot of attention. Now we want to make them bigger!","['as', 'seen', 'on', 'the', 'view', 'and', 'jimmy', 'kimmel', 'live', 'hot', 'head', 'candles', 'are', 'getting', 'a', 'lot', 'of', 'attention', 'now', 'we', 'want', 'to', 'make', 'them', 'bigger']","['as', 'seen', 'on', 'the', 'view', 'and', 'jimmy', 'kimmel', 'live', 'hot', 'head', 'candles', 'are', 'getting', 'a', 'lot', 'of', 'attention', 'now', 'we_want', 'to', 'make', 'them', 'bigger']"
422988123,"Trifold Compact Wallet holds 10 cards with RFID protection, cash, coins, keys and more...","['trifold', 'compact', 'wallet', 'holds', 'cards', 'with', 'rfid', 'protection', 'cash', 'coins', 'keys', 'and', 'more']","['trifold', 'compact', 'wallet', 'holds', 'cards', 'with', 'rfid', 'protection', 'cash', 'coins', 'keys', 'and', 'more']"
416235842,"The world's only dual sided, dual sized, collapsible and microwave/dishwasher safe splatter guard.","['the', 'world', 'only', 'dual', 'sided', 'dual', 'sized', 'collapsible', 'and', 'safe', 'splatter', 'guard']","['the', 'world', 'only', 'dual', 'sided', 'dual', 'sized', 'collapsible', 'and', 'safe', 'splatter', 'guard']"
227973943,Top Grade CNC Machined Titanium | Meta Clicker | Everyday Carry Haptic Gadget,"['top', 'grade', 'cnc', 'machined', 'titanium', 'meta', 'clicker', 'everyday', 'carry', 'haptic', 'gadget']","['top', 'grade', 'cnc', 'machined', 'titanium', 'meta', 'clicker', 'everyday_carry', 'haptic', 'gadget']"
1844193595,"Your sound just got smarter. Less noise and better listening, perfectly tailored to you.","['your', 'sound', 'just', 'got', 'smarter', 'less', 'noise', 'and', 'better', 'listening', 'perfectly', 'tailored', 'to', 'you']","['your', 'sound', 'just', 'got', 'smarter', 'less', 'noise', 'and', 'better', 'listening', 'perfectly', 'tailored', 'to', 'you']"
840801460,Unique Multi Function Food Box | Custom Size Design | Bottle For Playing Game Home Kitchen Cooking Travel & Party | Earth Sustainable,"['unique', 'multi', 'function', 'food', 'box', 'custom', 'size', 'design', 'bottle', 'for', 'playing', 'game', 'home', 'kitchen', 'cooking', 'travel', 'party', 'earth', 'sustainable']","['unique', 'multi', 'function', 'food', 'box', 'custom', 'size', 'design', 'bottle', 'for', 'playing', 'game', 'home', 'kitchen', 'cooking', 'travel', 'party', 'earth', 'sustainable']"
330188158,Fast Charging for People on the Go | Charges Wirelessly | 2 USB-C Ports | Compatible with all Phones | Female Founder | Black-Owned,"['fast', 'charging', 'for', 'people', 'on', 'the', 'go', 'charges', 'wirelessly', 'ports', 'compatible', 'with', 'all', 'phones', 'female', 'founder']","['fast', 'charging', 'for', 'people', 'on', 'the', 'go', 'charges', 'wirelessly', 'ports', 'compatible', 'with', 'all', 'phones', 'female', 'founder']"
1966710175,"Tone, grow, or rehabilitate your calves with a comfortable, focusing, mechanical action.","['tone', 'grow', 'or', 'rehabilitate', 'your', 'calves', 'with', 'a', 'comfortable', 'focusing', 'mechanical', 'action']","['tone', 'grow', 'or', 'rehabilitate', 'your', 'calves', 'with', 'a', 'comfortable', 'focusing', 'mechanical', 'action']"
44651605,Earth-friendly furniture that is designed to last. Our joinery system is very strong which results in long lasting furniture.,"['furniture', 'that', 'is', 'designed', 'to', 'last', 'our', 'joinery', 'system', 'is', 'very', 'strong', 'which', 'results', 'in', 'long', 'lasting', 'furniture']","['furniture', 'that', 'is', 'designed', 'to', 'last', 'our', 'joinery', 'system', 'is', 'very', 'strong', 'which', 'results', 'in', 'long', 'lasting', 'furniture']"
83994630,Keep your relationship fun and exciting by continuing to date your partner.,"['keep', 'your', 'relationship', 'fun', 'and', 'exciting', 'by', 'continuing', 'to', 'date', 'your', 'partner']","['keep_your', 'relationship', 'fun', 'and', 'exciting', 'by', 'continuing', 'to', 'date', 'your', 'partner']"
1588730292,Wireless & Portable / Different Brushes / Strong Suction / Low Noise / Light Weight,"['wireless', 'portable', 'different', 'brushes', 'strong', 'suction', 'low', 'noise', 'light', 'weight']","['wireless', 'portable', 'different', 'brushes', 'strong', 'suction', 'low', 'noise', 'light', 'weight']"
2088002482,"Voix de Ville is a pop-up imaginarium of neo-vaudeville, musical extravaganza, circus arts, comedy, and theatre in a tiny circus tent!","['voix', 'de', 'ville', 'is', 'a', 'imaginarium', 'of', 'musical', 'extravaganza', 'circus', 'arts', 'comedy', 'and', 'theatre', 'in', 'a', 'tiny', 'circus', 'tent']","['voix', 'de', 'ville', 'is', 'a', 'imaginarium', 'of', 'musical', 'extravaganza', 'circus', 'arts', 'comedy', 'and', 'theatre', 'in', 'a', 'tiny', 'circus', 'tent']"
2137715336,"A new performance space in Seattle. A place for artists, comedians, and audiences to meet and collaborate!","['a', 'new', 'performance', 'space', 'in', 'seattle', 'a', 'place', 'for', 'artists', 'comedians', 'and', 'audiences', 'to', 'meet', 'and', 'collaborate']","['a', 'new', 'performance', 'space', 'in', 'seattle', 'a', 'place', 'for', 'artists', 'comedians', 'and', 'audiences', 'to', 'meet', 'and', 'collaborate']"
1323848204,Help create a permanent home for live comedy shows and classes in Downtown RVA.,"['help', 'create', 'a', 'permanent', 'home', 'for', 'live', 'comedy', 'shows', 'and', 'classes', 'in', 'downtown', 'rva']","['help', 'create', 'a', 'permanent_home', 'for', 'live', 'comedy', 'shows', 'and', 'classes', 'in', 'downtown', 'rva']"
1655700101,Make the workshop/ small stage space at Jimmy's No 43 even better than before!,"['make', 'the', 'small', 'stage', 'space', 'at', 'jimmy', 'no', 'even', 'better', 'than', 'before']","['make', 'the', 'small', 'stage', 'space', 'at', 'jimmy', 'no', 'even', 'better', 'than', 'before']"
808993400,Steel City Improv Theater has found a new space in the Shadyside neighborhood of Pittsburgh and we're raising $5000 to build it!,"['steel', 'city', 'improv', 'theater', 'has', 'found', 'a', 'new', 'space', 'in', 'the', 'shadyside', 'neighborhood', 'of', 'pittsburgh', 'and', 'we', 'raising', 'to', 'build', 'it']","['steel', 'city', 'improv', 'theater', 'has', 'found', 'a', 'new', 'space', 'in', 'the', 'shadyside', 'neighborhood', 'of', 'pittsburgh', 'and', 'we', 'raising', 'to', 'build', 'it']"
306372543,"SHE&HER PRODUCTIONS! New Space.. New SHOW! We have a home in KC West Bottoms, the Crane Building. We need your help turning this space into a theater!","['she', 'her', 'productions', 'new', 'space', 'new', 'show', 'we', 'have', 'a', 'home', 'in', 'kc', 'west', 'bottoms', 'the', 'crane', 'building', 'we', 'need', 'your', 'help', 'turning', 'this', 'space', 'into', 'a', 'theater']","['she', 'her', 'productions', 'new', 'space', 'new', 'show', 'we_have', 'a', 'home', 'in', 'kc', 'west', 'bottoms', 'the', 'crane', 'building', 'we_need', 'your_help', 'turning', 'this', 'space', 'into', 'a', 'theater']"
364908888,Continuiamo la campagna per la realizzazione del palco,"['continuiamo', 'la', 'campagna', 'per', 'la', 'realizzazione', 'del', 'palco']","['continuiamo', 'la', 'campagna', 'per', 'la', 'realizzazione', 'del', 'palco']"
2096323662,Come and shoot at a pre built production set studio for low budget photographers and videographers.,"['come', 'and', 'shoot', 'at', 'a', 'pre', 'built', 'production', 'set', 'studio', 'for', 'low', 'budget', 'photographers', 'and', 'videographers']","['come', 'and', 'shoot', 'at', 'a', 'pre', 'built', 'production', 'set', 'studio', 'for', 'low', 'budget', 'photographers', 'and', 'videographers']"
292709300,"Help The Larchmont Legion support independent, local music, public meeting, cultural activities and youth development.  Tax Deductible!","['help', 'the', 'larchmont', 'legion', 'support', 'independent', 'local', 'music', 'public', 'meeting', 'cultural', 'activities', 'and', 'youth', 'development', 'tax', 'deductible']","['help', 'the', 'larchmont', 'legion', 'support', 'independent', 'local', 'music', 'public', 'meeting', 'cultural', 'activities', 'and', 'youth', 'development', 'tax', 'deductible']"
2013031539,A creative collective space with an atmosphere that not only accepts others for being unique but praises individuality.,"['a', 'creative', 'collective', 'space', 'with', 'an', 'atmosphere', 'that', 'not', 'only', 'accepts', 'others', 'for', 'being', 'unique', 'but', 'praises', 'individuality']","['a', 'creative', 'collective', 'space', 'with', 'an', 'atmosphere', 'that', 'not_only', 'accepts', 'others', 'for', 'being', 'unique', 'but', 'praises', 'individuality']"
697769839,Simulación sobre el trabajo legislativo de la UE. Acercamos esta realidad a los jóvenes europeos a través de un juego interactivo.,"['simulación', 'sobre', 'el', 'trabajo', 'legislativo', 'de', 'la', 'ue', 'acercamos', 'esta', 'realidad', 'a', 'los', 'jóvenes', 'europeos', 'a', 'través', 'de', 'un', 'juego', 'interactivo']","['simulación', 'sobre_el', 'trabajo', 'legislativo', 'de_la', 'ue', 'acercamos', 'esta', 'realidad', 'a', 'los', 'jóvenes', 'europeos', 'a', 'través', 'de_un', 'juego', 'interactivo']"
1897262438,"A Fantastical & Magical, Medieval Experience","['a', 'fantastical', 'magical', 'medieval', 'experience']","['a', 'fantastical', 'magical', 'medieval', 'experience']"
883741163,"A feature-length musical comedy film based on the bizarre events surrounding the disappearance of little Shannon Matthews, aged nine.","['a', 'musical', 'comedy', 'film', 'based', 'on', 'the', 'bizarre', 'events', 'surrounding', 'the', 'disappearance', 'of', 'little', 'shannon', 'matthews', 'aged', 'nine']","['a', 'musical', 'comedy_film', 'based', 'on', 'the', 'bizarre', 'events', 'surrounding', 'the', 'disappearance', 'of', 'little', 'shannon', 'matthews', 'aged', 'nine']"
149433005,Tv Pilot Production Following a Sunday league team and the drama surrounding it.,"['tv', 'pilot', 'production', 'following', 'a', 'sunday', 'league', 'team', 'and', 'the', 'drama', 'surrounding', 'it']","['tv', 'pilot', 'production', 'following', 'a', 'sunday', 'league', 'team', 'and', 'the', 'drama', 'surrounding', 'it']"
1810304898,"A feature Film, based on a True Story.","['a', 'feature', 'film', 'based', 'on', 'a', 'true', 'story']","['a', 'feature_film', 'based', 'on', 'a', 'true', 'story']"
2008116818,What happens to two best friends when they improperly install an AC unit?,"['what', 'happens', 'to', 'two', 'best', 'friends', 'when', 'they', 'improperly', 'install', 'an', 'ac', 'unit']","['what_happens', 'to', 'two', 'best_friends', 'when', 'they', 'improperly', 'install', 'an', 'ac', 'unit']"
1511404476,A comedy-drama feature film.,"['a', 'feature', 'film']","['a', 'feature_film']"
1490711552,"When a couple go shopping to build a deck onto their house, they encounter a Willy Wonka-esque salesman and his unique employees.","['when', 'a', 'couple', 'go', 'shopping', 'to', 'build', 'a', 'deck', 'onto', 'their', 'house', 'they', 'encounter', 'a', 'willy', 'salesman', 'and', 'his', 'unique', 'employees']","['when', 'a', 'couple', 'go', 'shopping', 'to', 'build', 'a', 'deck', 'onto', 'their', 'house', 'they', 'encounter', 'a', 'willy', 'salesman', 'and', 'his', 'unique', 'employees']"
217597168,"A Zombie Comedy, a hoot and a holler, just what you need to feed your brain!","['a', 'zombie', 'comedy', 'a', 'hoot', 'and', 'a', 'holler', 'just', 'what', 'you', 'need', 'to', 'feed', 'your', 'brain']","['a', 'zombie', 'comedy', 'a', 'hoot', 'and', 'a', 'holler', 'just', 'what', 'you_need', 'to', 'feed', 'your', 'brain']"
1024091711,James Veitch will attempt to film this mostly in his living room and may well be a disappointment to all those involved.,"['james', 'veitch', 'will', 'attempt', 'to', 'film', 'this', 'mostly', 'in', 'his', 'living', 'room', 'and', 'may', 'well', 'be', 'a', 'disappointment', 'to', 'all', 'those', 'involved']","['james', 'veitch', 'will', 'attempt', 'to', 'film', 'this', 'mostly', 'in', 'his', 'living', 'room', 'and', 'may', 'well', 'be', 'a', 'disappointment', 'to', 'all', 'those', 'involved']"
508906651,A Short Film,"['a', 'short', 'film']","['a', 'short_film']"
1593652936,First access to a comedy special filmed at The Stand Comedy Club during the Edinburgh Fringe,"['first', 'access', 'to', 'a', 'comedy', 'special', 'filmed', 'at', 'the', 'stand', 'comedy', 'club', 'during', 'the', 'edinburgh', 'fringe']","['first', 'access', 'to', 'a', 'comedy', 'special', 'filmed', 'at', 'the', 'stand', 'comedy', 'club', 'during', 'the', 'edinburgh', 'fringe']"
2096721186,"Fish Out of Water is about firemen who, when faced with an unusual situation, embrace it with humor & lots of self-confidence.","['fish', 'out', 'of', 'water', 'is', 'about', 'firemen', 'who', 'when', 'faced', 'with', 'an', 'unusual', 'situation', 'embrace', 'it', 'with', 'humor', 'lots', 'of']","['fish', 'out', 'of', 'water', 'is', 'about', 'firemen', 'who', 'when', 'faced', 'with', 'an', 'unusual', 'situation', 'embrace', 'it', 'with', 'humor', 'lots', 'of']"
1034285035,A mockumentary short about a professional Grim Reaper who goes on her first holiday in one hundred years. Directed by Niamh McKeown.,"['a', 'mockumentary', 'short', 'about', 'a', 'professional', 'grim', 'reaper', 'who', 'goes', 'on', 'her', 'first', 'holiday', 'in', 'one', 'hundred', 'years', 'directed', 'by', 'niamh', 'mckeown']","['a', 'mockumentary', 'short', 'about', 'a', 'professional', 'grim', 'reaper', 'who', 'goes', 'on', 'her', 'first', 'holiday', 'in', 'one', 'hundred', 'years', 'directed', 'by', 'niamh', 'mckeown']"
887300507,"Travel to remote, abandoned areas of Russia to document the lives of the local people. Ghost downs, former disaster areas, and more.","['travel', 'to', 'remote', 'abandoned', 'areas', 'of', 'russia', 'to', 'document', 'the', 'lives', 'of', 'the', 'local', 'people', 'ghost', 'downs', 'former', 'disaster', 'areas', 'and', 'more']","['travel', 'to', 'remote', 'abandoned', 'areas', 'of', 'russia', 'to', 'document', 'the', 'lives', 'of', 'the', 'local', 'people', 'ghost', 'downs', 'former', 'disaster', 'areas', 'and', 'more']"
477903169,This project gives models the opportunity to meet preschoolers all around the world and touch every student in an inspiring way .,"['this', 'project', 'gives', 'models', 'the', 'opportunity', 'to', 'meet', 'preschoolers', 'all', 'around', 'the', 'world', 'and', 'touch', 'every', 'student', 'in', 'an', 'inspiring', 'way']","['this_project', 'gives', 'models', 'the', 'opportunity', 'to', 'meet', 'preschoolers', 'all', 'around_the_world', 'and', 'touch', 'every', 'student', 'in', 'an', 'inspiring', 'way']"
1674944935,"I want to hike the entire Appalachian Trail after graduation while journal-ling my experience. Though, I need supplies first!","['i', 'want', 'to', 'hike', 'the', 'entire', 'appalachian', 'trail', 'after', 'graduation', 'while', 'my', 'experience', 'though', 'i', 'need', 'supplies', 'first']","['i_want', 'to', 'hike', 'the', 'entire', 'appalachian', 'trail', 'after', 'graduation', 'while', 'my', 'experience', 'though', 'i_need', 'supplies', 'first']"
1782366389,Choose your path in the real world around us... but will you choose to only see things in black and white? Widen your perspective.,"['choose', 'your', 'path', 'in', 'the', 'real', 'world', 'around', 'us', 'but', 'will', 'you', 'choose', 'to', 'only', 'see', 'things', 'in', 'black', 'and', 'white', 'widen', 'your', 'perspective']","['choose', 'your', 'path', 'in', 'the', 'real', 'world', 'around', 'us', 'but', 'will', 'you', 'choose', 'to', 'only', 'see', 'things', 'in', 'black', 'and', 'white', 'widen', 'your', 'perspective']"
312084530,"Vi vil skape arbeidsplasser for oss selv og andre, men vi trenger litt drahjelp i starten!","['vi', 'vil', 'skape', 'arbeidsplasser', 'for', 'oss', 'selv', 'og', 'andre', 'men', 'vi', 'trenger', 'litt', 'drahjelp', 'i', 'starten']","['vi', 'vil', 'skape', 'arbeidsplasser', 'for', 'oss', 'selv', 'og', 'andre', 'men', 'vi', 'trenger', 'litt', 'drahjelp', 'i', 'starten']"
1369682496,"This once-thriving town is on the verge of disappearing, but some people still call it home. Their stories deserve to be captured.","['this', 'town', 'is', 'on', 'the', 'verge', 'of', 'disappearing', 'but', 'some', 'people', 'still', 'call', 'it', 'home', 'their', 'stories', 'deserve', 'to', 'be', 'captured']","['this', 'town', 'is', 'on', 'the', 'verge', 'of', 'disappearing', 'but', 'some', 'people', 'still', 'call', 'it', 'home', 'their', 'stories', 'deserve', 'to', 'be', 'captured']"
1078918006,A photo journalistic project on 'The Business Politics against Terror'. Business Reactions to Terror in Paris.,"['a', 'photo', 'journalistic', 'project', 'on', 'business', 'politics', 'against', 'terror', 'business', 'reactions', 'to', 'terror', 'in', 'paris']","['a', 'photo', 'journalistic', 'project', 'on', 'business', 'politics', 'against', 'terror', 'business', 'reactions', 'to', 'terror', 'in', 'paris']"
1827442732,"Germany, Denmark, Sweden, Norway, Finland, Russia, Estonia, Latvia, Lithuania, Poland. For a good cause us is nothing too far.","['germany', 'denmark', 'sweden', 'norway', 'finland', 'russia', 'estonia', 'latvia', 'lithuania', 'poland', 'for', 'a', 'good', 'cause', 'us', 'is', 'nothing', 'too', 'far']","['germany', 'denmark', 'sweden', 'norway', 'finland', 'russia', 'estonia', 'latvia', 'lithuania', 'poland', 'for', 'a', 'good', 'cause', 'us', 'is', 'nothing', 'too', 'far']"
2023300200,I am currently enrolled in my final year of journalism. I wish for funding to travel abroad to portray world stories through my camera.,"['i', 'am', 'currently', 'enrolled', 'in', 'my', 'final', 'year', 'of', 'journalism', 'i', 'wish', 'for', 'funding', 'to', 'travel', 'abroad', 'to', 'portray', 'world', 'stories', 'through', 'my', 'camera']","['i_am', 'currently', 'enrolled', 'in', 'my', 'final', 'year', 'of', 'journalism', 'i', 'wish', 'for', 'funding', 'to', 'travel', 'abroad', 'to', 'portray', 'world', 'stories', 'through', 'my', 'camera']"
1644736470,"""The Artist Circle"" Entertainment & Lifestyle Blog's purpose is to provide a way to connect Artist with other Artist.","['the', 'artist', 'circle', 'entertainment', 'lifestyle', 'blog', 'purpose', 'is', 'to', 'provide', 'a', 'way', 'to', 'connect', 'artist', 'with', 'other', 'artist']","['the', 'artist', 'circle', 'entertainment', 'lifestyle', 'blog', 'purpose', 'is', 'to', 'provide', 'a', 'way', 'to', 'connect', 'artist', 'with', 'other', 'artist']"
1673448195,"reales ungeschöntes Leben in Afrika, Beziehungen zu Menschen über die Distanz/ Kulturdifferenz Auswirkung,Entwicklungen und Eindrücke","['reales', 'ungeschöntes', 'leben', 'in', 'afrika', 'beziehungen', 'zu', 'menschen', 'über', 'die', 'kulturdifferenz', 'auswirkung', 'entwicklungen', 'und', 'eindrücke']","['reales', 'ungeschöntes', 'leben', 'in', 'afrika', 'beziehungen', 'zu', 'menschen', 'über', 'die', 'kulturdifferenz', 'auswirkung', 'entwicklungen', 'und', 'eindrücke']"
